name;sinta_id;dept;sinta_score;sinta_3yr_score;affil_score;affil_3yr_score;scopus_h_index;gs_h_index;wos_h_index;scopus_i10_index;gs_i10_index;wos_i10_index;scopus_g_index;gs_g_index;wos_g_index;scopus_article;scopus_citation;scopus_cited_document;gs_article;gs_citation;gs_cited_document;wos_article;wos_citation;wos_cited_document
ZAKARIAS SUKARYA SOETEJA;6107747;S3 - Pendidikan Seni;276;162;0;0;0;6;0;0;2;0;1;1;1;3;0;0;49;84;15;1;0;0
HENI RUSNAYATI;6122990;S1 - Pendidikan Fisika;364;164;0;0;3;8;0;0;6;0;2;1;0;8;22;7;55;267;37;0;0;0
KAMIN SUMARDI;5978127;S2 - Pendidikan Teknologi dan Kejuruan;558;165;0;0;1;8;;1;8;;1;1;;8;24;3;68;328;35;0;0;0
SUSAN FITRIASARI;5989821;S1 - Pendidikan Pancasila Dan Kewarganegaraan;288;134;0;0;1;4;0;0;2;0;2;1;1;2;1;1;55;55;15;4;0;0
KOMARUDIN;5992835;S1 - Pendidikan Kepelatihan Olahraga;435;134;0;0;1;4;0;0;1;0;1;1;0;5;1;1;54;88;29;0;0;0
NENDEN RANI RINEKASARI;5993613;S1 - Pendidikan Kesejahteraan Keluarga;246;135;0;0;0;5;1;0;0;0;0;1;1;0;0;0;44;41;12;4;1;1
ASEP MULYADI;5994685;S1 - Pendidikan Geografi;274;134;0;0;2;5;;0;1;;1;1;;9;10;3;37;68;14;0;0;0
AIM ABDULKARIM;5992379;S3 - Pendidikan Kewarganegaraan;491;135;0;0;3;10;;0;11;;1;1;;5;19;3;65;359;36;0;0;0
OONG KOMAR;5986243;S1 - Pendidikan Masyarakat;334;137;0;0;1;4;;0;1;;1;1;;6;3;1;90;154;18;0;0;0
RINA MARINA;257938;S1 - Teknik Sipil;320;138;0;0;2;3;;0;1;;1;2;;10;6;4;36;43;13;0;0;0
YAYAH RAHYASIH;5994901;S1 - Administrasi Pendidikan;231;136;0;0;0;4;0;0;2;0;1;1;0;2;0;0;16;44;7;0;0;0
SALSA SOLLI NAFSIKA;6778100;S1 - Film dan Televisi;244;138;0;0;0;5;0;0;1;0;0;1;1;0;0;0;23;59;10;1;0;0
HERA NOVIA;6126827;Unknown;187;154;0;0;2;4;;0;1;;1;1;;8;7;4;28;51;12;0;0;0
KUSWANTO;6728771;S1 - PGPAUD Kampus Cibiru;169;155;0;0;0;3;;0;1;;0;6;;0;0;0;26;47;13;0;0;0
KUSTON SULTONI;259556;S1 - Ilmu Keolahragaan;444;153;0;0;3;7;1;1;3;0;5;1;2;12;34;6;54;155;29;7;2;2
DEDE ROHMAT NURJAYA;6011830;S1 - Pendidikan Kepelatihan Olahraga;201;153;0;0;1;5;1;0;0;0;1;2;1;2;3;1;26;50;16;2;2;1
SULASTRI;6067962;S1 - Pendidikan Bisnis;330;155;0;0;2;3;1;0;0;0;2;2;2;2;3;2;30;33;12;4;2;2
IRA PURNAMASARI MN;6009786;S1 - Pendidikan Kepelatihan Olahraga;281;152;0;0;3;5;0;1;1;0;2;2;1;1;1;1;31;47;14;1;0;0
DEDI KOSWARA;5987715;S2 - Pendidikan Bahasa dan Budaya Sunda;476;156;0;0;1;5;0;0;4;0;2;1;0;2;1;1;77;137;32;0;0;0
ACENG MUHTARAM MIRFANI;5995460;S1 - Administrasi Pendidikan;752;158;0;0;1;6;0;0;4;0;2;1;0;2;1;1;75;107;25;0;0;0
ADMAN;5975671;S1 - Pendidikan Manajemen Perkantoran;534;149;0;0;1;7;0;0;5;0;2;2;1;3;4;2;71;215;27;5;0;0
YANTI SHANTINI;5994917;S2 - Pendidikan Masyarakat;252;149;0;0;1;4;0;0;3;0;0;1;0;1;1;1;41;71;15;0;0;0
UPIK RAHMI;5978408;D3 - Keperawatan;382;149;0;0;0;5;;0;3;;0;1;;0;0;0;53;129;18;0;0;0
EKA FITRAJAYA RAHMAN;6038107;S1 - Pendidikan Ilmu Komputer;356;150;0;0;4;6;;1;5;;1;1;;12;41;7;25;105;14;0;0;0
A SOBANDI;5994552;S2 - Pendidikan Ekonomi;407;150;0;0;1;9;0;0;9;0;1;1;1;3;3;1;54;920;26;2;0;0
MUHAMMAD IHSAN;6115091;S1 - Sains Informasi Geografi;158;151;0;0;2;3;;0;0;;1;4;;6;6;3;8;15;5;0;0;0
CITRA OKTASARI;6739791;Unknown;153;150;0;0;1;2;;0;0;;1;1;;9;2;2;21;11;6;0;0;0
ASEP SAEPUDIN;5994652;S3 - Pendidikan Masyarakat;473;151;0;0;0;12;;0;13;;0;1;;0;0;0;193;401;71;0;0;0
MAMAN SOMANTRI;6003437;S1 - Teknik Elektro;492;154;0;0;3;4;;1;1;;1;1;;29;38;14;31;44;10;0;0;0
RICHE CYNTHIA JOHAN;5977502;S1 - Perpustakaan dan Sains Informasi;506;151;0;0;0;7;0;0;7;0;1;1;1;1;0;0;80;428;25;2;0;0
WANJAT KASTOLANI;258204;S2 - Pendidikan Geografi;424;167;0;0;2;6;;0;4;;1;1;;9;8;6;46;142;27;0;0;0
DIDI TEGUH CHANDRA;6148724;Profesi - Pendidikan Profesi Guru;450;168;0;0;4;6;;1;3;;1;1;;23;44;14;48;128;29;0;0;0
MAULANA;5993446;S1 - PGSD Kampus Sumedang;508;166;0;0;2;13;0;0;17;0;1;1;0;6;9;4;85;743;50;0;0;0
WILDAN INSAN FAUZI;5992676;S1 - Pendidikan Sejarah;277;168;0;0;1;4;0;0;1;0;2;1;1;4;2;2;26;57;14;1;0;0
MULYANA ABDULLAH;6123317;S2 - Pendidikan Geografi;230;169;0;0;2;4;1;0;2;0;1;1;0;3;5;2;24;88;10;1;5;1
IIP SARIPAH;5994097;S2 - Pendidikan Masyarakat;315;168;0;0;1;4;0;0;2;0;1;1;0;4;4;3;50;64;18;0;0;0
NUR INDRI RAHAYU;5994469;S1 - Ilmu Keolahragaan;400;169;0;0;1;6;0;0;4;0;1;1;0;4;0;0;35;122;20;1;0;0
SANDIE GUNARA;5977160;S1 - Pendidikan Seni Musik;288;165;0;0;1;6;;0;2;;1;2;;7;5;3;39;80;20;0;0;0
DIAH KUSUMAWATY;6005459;S1 - Biologi;598;169;0;0;4;6;2;1;3;1;1;2;3;14;43;10;32;94;16;7;17;4
DANDHI KUSWARDHANA;6133646;S1 - Pendidikan Teknik Elektro;211;85;0;0;2;0;;0;0;;1;1;;9;16;5;0;0;0;0;0;0
FITRIANI AGUSTINA;5981275;S1 - Matematika;225;94;0;0;2;4;0;0;2;0;2;1;0;2;1;1;44;121;16;0;0;0
DADI MULYADI NUGRAHA;6690012;D3 - Survey Pemetaan dan Informasi Geografis;116;104;0;0;0;3;0;0;1;0;0;2;0;0;0;0;27;39;13;0;0;0
YANI ACHDIANI;6122039;S1 - Pendidikan Kesejahteraan Keluarga;348;101;0;0;2;6;;0;4;;1;1;;5;7;2;41;209;22;0;0;0
NUR FAIZAH ROMADONA;6001523;S1 - Pendidikan Guru Pendidikan Anak Usia Dini;185;80;0;0;0;3;0;0;1;0;0;1;1;0;0;0;39;48;13;3;0;0
HAFIZ AJI AZIZ;6748855;S1 - Kimia;211;89;0;0;3;4;2;1;1;0;3;1;0;8;23;5;13;36;8;3;14;3
RESTU MINGGRA;5994304;S1 - Arsitektur;161;74;0;0;1;2;;0;0;;1;1;;9;3;2;17;10;5;0;0;0
HUSTY SERVIANA HUSAIN;6121538;S1 - Pendidikan Matematika;128;80;0;0;2;4;0;0;2;0;0;1;0;2;4;2;14;40;9;0;0;0
ELAN SUMARNA;5993586;S2 - Pendidikan Agama Islam;176;73;0;0;1;6;;0;4;;1;1;;2;6;1;35;175;11;0;0;0
UMAN SUHERMAN AS;5995491;S1 - Bimbingan Dan Konseling;318;87;0;0;2;7;;0;5;;1;1;;8;7;3;38;450;26;0;0;0
HIZBA MUHAMMAD SADIDA;6745857;S1 - Teknik Logistik;98;96;0;0;2;2;;0;0;;1;1;;5;8;2;12;12;3;0;0;0
PIDI MOHAMAD SETIADI;6674027;S1 - PGSD Kampus Tasikmalaya;97;71;0;0;1;3;;0;1;;1;1;;3;7;1;20;18;3;0;0;0
DANIEL JULIANTO TARIGAN;6682292;S1 - Pendidikan Kelautan dan Perikanan Kampus Serang;136;91;0;0;0;3;0;0;0;0;1;1;0;3;0;0;12;18;7;0;0;0
CEPI TRIATNA;5978540;S2 - Pedagogik;852;82;0;0;1;15;0;0;22;0;1;1;1;4;1;1;100;3623;66;1;0;0
DEWI CAKRAWATI;5992915;S1 - Pendidikan Teknologi Agroindustri;540;78;0;0;4;7;2;0;4;0;1;17;2;9;24;7;25;338;16;9;15;7
YULIARTI MUTIARSIH;5992665;S2 - Pendidikan Bahasa Perancis;151;82;0;0;0;3;0;0;0;0;0;1;0;0;0;0;36;33;13;0;0;0
RINITA ROSALINDA DEWI;6751456;Unknown;83;83;0;0;0;3;;0;1;;1;1;;1;0;0;8;28;4;0;0;0
NURUL FAHMI ARIEF HAKIM;6725597;S1 - Pendidikan Teknik Otomasi Industri dan Robotika;179;83;0;0;2;2;1;0;0;0;1;1;1;8;9;2;14;10;2;3;6;1
HANA SILVANA;5994816;S1 - Perpustakaan dan Sains Informasi;350;84;0;0;1;7;;0;6;;1;1;;2;1;1;63;272;29;0;0;0
SUKO PRATOMO;6730573;S2 - Pendidikan Geografi;123;83;0;0;1;6;;0;6;;1;1;;4;5;2;33;126;12;0;0;0
MONA FIAMETTA FEBRIANTY;6681783;S1 - Kepelatihan Fisik Olahraga;96;84;0;0;0;2;;0;1;;0;1;;0;0;0;13;21;5;0;0;0
WAWAN WAHYU;6039132;S2 - Pendidikan Kimia;269;85;0;0;3;6;;0;1;;1;1;;10;19;5;34;81;17;0;0;0
AAM ABDUSSALAM;5993560;S1 - Ilmu Pendidikan Agama Islam;211;69;0;0;1;7;;0;4;;1;1;;4;2;1;49;159;24;0;0;0
AHMAN;5990333;S3 - Bimbingan Dan Konseling;125;69;0;0;1;1;;0;0;;1;1;;3;3;2;2;9;1;0;0;0
ELIS ENDANG NIKMAWATI;5994650;S1 - Pendidikan Tata Boga;548;85;0;0;2;5;;0;1;;1;18;;6;7;2;36;81;19;0;0;0
SYAHIDIN;5993519;S2 - Pendidikan Agama Islam;199;85;0;0;0;5;0;0;4;0;0;1;0;0;0;0;34;102;19;0;0;0
NENI ROHAENI;5978803;S1 - Pendidikan Kesejahteraan Keluarga;225;98;0;0;1;4;1;0;0;0;0;1;1;1;1;1;65;53;19;5;1;1
AIP SARIPUDIN;6002410;S1 - Teknik Elektro;340;70;0;0;3;4;;0;1;;1;1;;13;21;8;28;59;15;0;0;0
USEP KUSWARI;5987461;S2 - Pendidikan Bahasa dan Budaya Sunda;289;69;0;0;0;4;0;0;0;0;1;1;0;2;0;0;45;49;17;0;0;0
DEWI KUSRINI;5994903;S1 - Pendidikan Bahasa Jepang;89;70;0;0;0;1;0;0;0;0;0;2;0;0;0;0;33;2;1;0;0;0
I WAYAN RATNATA;6004542;D3 - Teknik Elektro;175;70;0;0;1;5;;0;2;;1;1;;5;4;3;21;90;10;0;0;0
NOVIYANTI ANEROS;5992199;S1 - Pendidikan Bahasa Jepang;150;71;0;0;0;2;0;0;0;0;0;1;0;0;0;0;33;11;7;0;0;0
KUSNADI;6002975;S1 - Pendidikan Biologi;254;71;0;0;2;6;;0;5;;1;1;;5;1;1;22;143;15;0;0;0
ANA RAMDANI SARI;6745844;S1 - Pendidikan Teknik Arsitektur;85;71;0;0;1;1;0;0;0;0;1;1;0;5;1;1;8;2;2;0;0;0
GILANG PRATAMA PUTRA;6786959;S1 - Industri Pariwisata;71;71;0;0;1;2;0;0;1;0;0;0;0;2;7;2;3;15;3;0;0;0
RINI INTANSARI MEILANI;5994001;S1 - Pendidikan Manajemen Perkantoran;312;98;0;0;1;7;0;0;7;0;1;1;1;2;3;1;25;443;17;3;0;0
RITA MARIYANA;6129983;S1 - Pendidikan Guru Pendidikan Anak Usia Dini;392;99;0;0;0;8;0;0;7;0;0;1;1;0;0;0;52;509;26;1;0;0
FITRI ALFARISA;6691682;S1 - PGSD Kampus Serang;144;99;0;0;2;4;0;0;1;0;3;1;0;3;4;2;25;89;8;0;0;0
PANDU HYANGSEWU;6656623;S1 - Pendidikan Sosiologi;126;100;0;0;1;0;;0;0;;0;1;;1;1;1;0;0;0;0;0;0
LELI KURNIAWATI;5994085;S1 - Pendidikan Guru Pendidikan Anak Usia Dini;171;100;0;0;0;4;0;0;1;0;0;1;0;0;0;0;24;111;11;0;0;0
RINI MARWATI;5981279;S1 - Matematika;370;100;0;0;0;5;;0;3;;1;1;;7;0;0;42;85;19;0;0;0
SUKANTA;6125495;S2 - Pendidikan Seni;456;91;0;0;0;0;;0;0;;0;1;;0;0;0;14;0;0;0;0;0
ERLINA WIYANARTI;5992644;S3 - Pendidikan Ilmu Pengetahuan Sosial;268;91;0;0;1;5;;0;1;;1;1;;3;2;1;56;92;22;0;0;0
TIRTA ADIKUSUMA SUPARTO;6140627;D3 - Keperawatan;249;91;0;0;1;5;1;0;1;0;1;1;0;3;1;1;21;48;12;1;1;1
ENDANG RUSYANI;6124916;S1 - Pendidikan Khusus;169;92;0;0;2;5;;0;1;;0;3;;2;14;2;29;56;11;0;0;0
ANNISA JOVIANI ASTARI;6755030;S1 - Sains Informasi Geografi;127;92;0;0;2;3;1;1;1;1;0;1;0;2;24;2;8;43;3;2;17;2
SUCI UTAMI PUTRI;5993975;S1 - PGPAUD Kampus Purwakarta;158;93;0;0;1;7;;0;4;;1;1;;4;2;1;33;152;18;0;0;0
ERIK HARITMAN;6003383;S1 - Pendidikan Teknik Otomasi Industri dan Robotika;341;93;0;0;2;7;1;0;5;0;1;1;1;9;11;3;27;398;18;5;2;1
ASEP DENI GUSTIANA;5994314;S1 - Pendidikan Guru Pendidikan Anak Usia Dini;218;100;0;0;0;4;;0;2;;0;1;;0;0;0;39;123;18;0;0;0
FARID ABDULLAH;5993877;S1 - Pendidikan Seni Rupa;115;93;0;0;0;2;0;0;1;0;0;1;0;0;0;0;48;49;8;0;0;0
KUSNENDI;5993243;S3 - Pendidikan Ekonomi;164;94;0;0;1;7;;0;5;;1;1;;4;2;1;38;127;20;0;0;0
RIDWAN ADAM MUHAMAD NOOR;6003943;S1 - Pendidikan Teknik Otomotif;187;100;0;0;0;5;;0;1;;1;1;;3;0;0;56;68;19;0;0;0
FAKRY GAFFAR;6145775;Unknown;200;72;0;0;0;9;;0;9;;0;1;;0;0;0;36;422;27;0;0;0
AAN HASANAH;6000349;S1 - Pendidikan Matematika;188;99;0;0;0;5;1;0;2;0;0;1;2;0;0;0;43;107;24;7;2;2
DIAH CAHYANI PERMANA SARI;6003617;S1 - Arsitektur;148;72;0;0;1;5;0;0;1;0;1;1;0;5;6;1;23;61;12;0;0;0
HERI SUTARNO;5993380;S1 - Pendidikan Ilmu Komputer;312;72;0;0;4;2;;1;2;;1;7;;10;44;9;16;38;4;0;0;0
EDED TARMEDI;5984792;Profesi - Pendidikan Profesi Guru;208;72;0;0;1;0;;0;0;;0;0;;1;2;1;0;0;0;0;0;0
GANO SUMARNO;5994887;S1 - PGSD Pendidikan Jasmani;128;72;0;0;0;3;0;0;1;0;1;2;0;4;0;0;27;34;8;0;0;0
MUHAMMAD ADLI RIZQULLOH;6745864;S1 - Pendidikan Teknik Otomasi Industri dan Robotika;97;73;0;0;1;3;;0;0;;1;1;;5;3;1;11;12;5;0;0;0
SRIYONO;5995088;S1 - Pendidikan Teknik Otomotif;152;72;0;0;1;5;;0;4;;1;1;;1;0;0;23;211;16;0;0;0
IRA RENGGANIS;6000936;S1 - Pendidikan Guru Sekolah Dasar;153;73;0;0;0;3;;0;0;;1;1;;2;0;0;38;31;17;0;0;0
YOPI KUSDINAR;6745768;Unknown;96;73;0;0;2;2;;0;0;;4;1;;4;11;3;10;13;5;0;0;0
SUMIYADI;5994381;S3 - Pendidikan Bahasa Indonesia;222;73;0;0;0;3;0;0;0;0;0;1;1;0;0;0;126;57;31;0;0;0
ARMANDHA REDO PRATAMA;6748167;S1 - Pendidikan Pariwisata;79;74;0;0;0;1;0;0;1;0;0;1;0;0;0;0;12;12;3;0;0;0
OCE RIDWANUDIN;6681229;S1 - Pendidikan Pariwisata;187;74;0;0;1;0;;0;0;;3;2;;4;5;1;0;0;0;0;0;0
HERAENI TANUATMODJO;5996065;S1 - Pendidikan Akuntansi;146;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TONO RACHMAD PUDJO HARTONO;5980702;S1 - Pendidikan Seni Musik;96;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASMA SUCITA;5993914;S1 - Pendidikan Teknik Elektro;309;74;0;0;1;4;;0;1;;1;1;;13;7;6;31;39;13;0;0;0
NUR HAFIZ ABDURAHMAN;6662753;S1 - Pendidikan Bahasa Inggris;112;74;0;0;1;3;;0;1;;1;1;;4;4;2;8;35;7;0;0;0
DEDE ISWANDI;5995220;S1 - Pendidikan Pancasila Dan Kewarganegaraan;174;74;0;0;0;3;0;0;1;0;1;1;1;1;0;0;24;21;6;5;0;0
ERNA SUWANGSIH;5993210;S1 - PGSD Kampus Purwakarta;225;78;0;0;1;7;;0;5;;1;1;;3;1;1;43;456;19;0;0;0
RIAN ANDRIAN;6681695;Unknown;193;78;0;0;3;4;0;2;4;0;1;1;0;5;61;4;23;137;10;0;0;0
NURHUDAYA;5995574;S3 - Bimbingan Dan Konseling;132;78;0;0;2;3;;1;1;;1;1;;5;15;3;18;37;10;0;0;0
CUCU SURAHMAN;5993732;S1 - Ilmu Pendidikan Agama Islam;189;79;0;0;0;4;0;0;1;0;1;2;0;1;0;0;28;56;14;0;0;0
ISTI SITI SALEHA;5979123;S2 - Pendidikan Bahasa Inggris;307;79;0;0;2;7;0;1;7;0;3;1;1;5;20;5;23;203;14;0;0;0
ASIH PURWANDARI WAHYOE PUSPITA;6736204;D3 - Keperawatan;110;79;0;0;0;3;0;0;1;0;1;2;0;2;0;0;14;27;8;0;0;0
TAUFANI CHUSNUL KURNIATUN;6043062;S2 - Administrasi Pendidikan;200;79;0;0;1;5;;0;2;;1;2;;6;1;1;53;83;26;0;0;0
YUSI RIKSA YUSTIANA;5996530;S3 - Bimbingan Dan Konseling;154;72;0;0;1;3;0;0;2;0;3;2;0;2;1;1;30;56;12;0;0;0
LIZZA SUZANTI;6147053;S1 - PGPAUD Kampus Serang;132;80;0;0;0;4;0;0;0;0;1;1;0;1;0;0;34;39;13;0;0;0
MEDIANTA TARIGAN;5994582;S1 - Psikologi;126;96;0;0;0;1;;0;1;;0;0;;0;0;0;2;30;1;0;0;0
TUTI SUARTINI;5983986;S1 - Pendidikan Teknik Elektro;122;79;0;0;0;3;;0;0;;1;3;;4;0;0;14;23;7;0;0;0
MOMO;5994131;S3 - Pendidikan Ilmu Pengetahuan Alam;182;96;0;0;1;4;0;0;1;0;2;2;0;5;8;3;57;61;15;0;0;0
ANNISA CIPTAGUSTIA;5994482;S1 - Manajemen;136;97;0;0;0;2;;0;0;;1;1;;1;0;0;16;12;5;0;0;0
EDI SURESMAN;5993676;S2 - Pendidikan Umum dan Karakter;171;97;0;0;1;5;;0;1;;2;1;;3;2;1;40;65;15;0;0;0
BANDI SOBANDI;5993460;S1 - Pendidikan Seni Rupa;221;97;0;0;1;6;0;0;3;0;1;1;1;3;2;2;48;165;13;0;0;0
GILAR GANDANA;6138272;S1 - Pendidikan Seni Rupa;304;97;0;0;1;9;;0;8;;1;1;;5;8;3;32;182;18;0;0;0
GEMA RULLYANA;5994404;S1 - Perpustakaan dan Sains Informasi;212;97;0;0;0;4;;0;1;;1;1;;4;0;0;41;48;14;0;0;0
NIKE KAMARUBIANI;5995140;S1 - Pendidikan Masyarakat;197;97;0;0;0;2;;0;0;;1;1;;2;0;0;23;12;7;0;0;0
ASEP HADIAN SASMITA;5993940;D3 - Teknik Mesin;435;98;0;0;1;16;0;0;23;0;1;1;0;2;1;1;88;1386;55;0;0;0
TIA YULIAWATI;6722016;S1 - Manajemen;104;75;0;0;0;3;0;0;0;0;0;1;0;0;0;0;17;24;6;0;0;0
BUDI SETIAWAN;6754095;S1 - Teknologi Pendidikan;175;75;0;0;3;3;0;0;1;0;1;1;0;9;16;5;12;52;5;0;0;0
PUPUN NURYANI;6000860;S2 - Pedagogik;212;75;0;0;0;6;;0;5;;0;1;;0;0;0;80;179;30;0;0;0
PATRIANA NURMANSYAH AWWALUDIN;6690144;S1 - Pendidikan Kepelatihan Olahraga;81;76;0;0;0;3;0;0;0;0;0;2;0;0;0;0;14;14;6;0;0;0
SAGITARIUS;5994326;S1 - Pendidikan Kepelatihan Olahraga;134;76;0;0;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0
 LINDA SETIAWATI;5995101;S1 - Perpustakaan dan Sains Informasi;168;76;0;0;1;8;0;0;4;0;1;5;0;4;2;2;27;162;17;0;0;0
LINNA MEILIA RASIBAN;5992682;S1 - Pendidikan Bahasa Jepang;142;76;0;0;0;4;0;0;2;0;1;1;1;1;0;0;33;74;17;1;0;0
NAVIK ISTIKOMAH;6668198;S1 - Pendidikan Ekonomi;167;88;0;0;1;0;1;0;0;0;1;4;3;3;4;2;0;0;0;3;6;1
FIRMAN ROBIANSYAH;6000078;S1 - PGSD Kampus Serang;180;77;0;0;1;3;0;0;1;0;0;1;0;1;2;1;30;30;8;0;0;0
AMANDA PUSPANDITANING SEJATI;6681142;Unknown;80;76;0;0;1;3;0;0;0;0;0;2;0;1;1;1;14;18;7;0;0;0
EKA PRIHATIN;6147695;S2 - Administrasi Pendidikan;340;88;0;0;1;9;;0;9;;1;1;;2;1;1;67;1570;36;0;0;0
BADRUZAMAN;5994459;S1 - Ilmu Keolahragaan;269;88;0;0;1;5;0;0;3;0;1;1;1;5;3;1;27;68;14;1;0;0
DIAH LATIFAH;5995238;S2 - Pendidikan Bahasa Indonesia Bagi Penutur Asing;232;89;0;0;0;5;0;0;2;0;1;1;1;1;0;0;37;62;16;2;0;0
AGARA DAMA GAPUTRA;6745709;Unknown;91;89;0;0;0;2;0;0;0;0;1;1;0;2;0;0;8;6;4;0;0;0
YOSTIANI NOOR ASMI HARINI;5994037;S1 - Bahasa dan Sastra Indonesia;154;89;0;0;0;3;0;0;0;0;0;2;1;0;0;0;50;22;9;1;0;0
IPAH SARIPAH;5995090;S2 - Bimbingan Dan Konseling;239;77;0;0;1;7;;0;5;;2;1;;3;4;3;47;168;24;0;0;0
JANAH SOJANAH;5994617;S2 - Pendidikan Ekonomi;145;77;0;0;1;5;0;0;2;0;2;4;1;3;2;1;29;58;15;1;0;0
ASEP MIFTAHUDDIN;6750370;Unknown;78;77;0;0;1;2;;0;0;;1;0;;3;2;2;13;21;0;0;0;0
TAUFIK ABDULLAH;6127535;S1 - Manajemen Pemasaran Pariwisata;629;89;0;0;4;5;;1;3;;3;1;;6;8;3;36;81;18;0;0;0
BUDI SANTOSO;5993631;S3 - Pendidikan Ekonomi;424;88;0;0;1;5;1;0;4;0;1;1;0;9;6;3;26;170;12;1;1;1
B LENA NURYANTI;5992548;S1 - Pendidikan Bisnis;322;77;0;0;1;6;0;0;4;0;0;1;0;1;1;1;40;199;20;0;0;0
NAHROWI ADJIE;5995587;S1 - PGPAUD Kampus Purwakarta;204;77;0;0;0;7;;0;4;;0;2;;0;0;0;40;217;20;0;0;0
AI MAHMUDATUSSA ADAH;5994030;S1 - Pendidikan Tata Boga;331;89;0;0;1;8;1;0;5;0;1;1;2;7;1;1;44;188;28;5;3;2
NANANG FATTAH;5979056;S1 - Manajemen;326;77;0;0;1;19;;1;21;;0;2;;3;32;2;54;6609;35;0;0;0
WULANDARI PUTRI;6199058;S1 - PGSD Pendidikan Jasmani;124;77;0;0;1;3;;0;0;;1;1;;4;2;1;22;22;8;0;0;0
KURNIAWATI;6006759;S1 - PGSD Kampus Cibiru;237;77;0;0;0;1;;0;0;;0;1;;0;0;0;16;3;2;0;0;0
ISNIE YUSNITHA;5993405;S1 - Pendidikan Matematika;260;77;0;0;2;4;;0;0;;1;1;;10;9;5;24;22;8;0;0;0
MAYA PURNAMA SARI;6125027;S1 - Pendidikan Multimedia Kampus Cibiru;147;78;0;0;0;3;;0;0;;0;1;;0;0;0;22;17;6;0;0;0
HILDA MONOARFA;6150134;S2 - Manajemen;174;80;0;0;1;3;;0;0;;2;1;;3;1;1;25;27;11;0;0;0
YOGI AKIN;5993593;S1 - PGSD Penjas Kampus Sumedang;124;81;0;0;1;3;0;0;0;0;1;1;1;4;1;1;30;29;11;1;0;0
POPI SOPIAH;6126299;Profesi - Profesi Ners Kampus Sumedang;196;81;0;0;1;2;0;0;0;0;1;1;1;2;3;1;17;15;7;2;0;0
ENGKOS KOSASIH;6005773;S2 - Pendidikan Bahasa Indonesia;307;80;0;0;0;0;;0;0;;0;5;;0;0;0;0;0;0;0;0;0
ANDIKA ARISETYAWAN;6006836;S1 - PGSD Kampus Serang;178;82;0;0;0;7;0;0;6;0;1;2;0;2;0;0;33;325;20;0;0;0
ROSA ARIANI SUKAMTO;5974496;S1 - Ilmu Komputer;539;82;0;0;3;21;1;1;27;0;1;1;1;9;20;6;85;10170;60;8;9;4
IQBAL MUSTHAPA;5979687;S1 - Kimia;435;81;0;0;4;5;;2;4;;1;1;;15;55;10;34;116;17;0;0;0
MUHAMMAD RIZALUL WAHID;6780434;Unknown;82;82;0;0;1;2;;0;0;;0;1;;2;5;1;3;9;2;0;0;0
SYTI SARAH MAESAROH;6681118;S1 - Bisnis Digital;199;85;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
DJAM'AN SATORI;5991840;Unknown;355;86;0;0;1;20;0;1;33;0;1;191;0;1;10;1;65;12773;59;0;0;0
DEVI APRIANTI RIMADHANI AGUSTINI;6745751;S1 - Teknik Komputer;163;85;0;0;2;2;2;0;1;0;2;2;2;5;13;5;8;21;6;5;10;5
SUHERMAN SLAMET;5996323;S1 - PGSD Pendidikan Jasmani;171;86;0;0;0;3;0;0;1;0;0;1;1;0;0;0;21;23;8;1;0;0
NEINY RATMANINGSIH;5994421;S2 - Pendidikan Ilmu Pengetahuan Sosial;178;86;0;0;2;3;1;0;2;0;1;1;3;4;16;2;18;49;9;4;6;2
BABANG ROBANDI;5995489;S2 - Pedagogik;240;86;0;0;0;6;;0;3;;0;1;;0;0;0;88;137;36;0;0;0
DERI HENDRIAWAN;6006923;S1 - PGPAUD Kampus Serang;109;87;0;0;1;3;;0;1;;1;2;;4;1;1;17;30;7;0;0;0
HENY DJOEHAENI;6001543;S2 - Pendidikan Anak Usia Dini;169;87;0;0;0;4;;0;2;;1;2;;2;0;0;33;93;15;0;0;0
PUJI RAHMAWATI NURCAHYANI;6733171;S1 - Pendidikan Teknologi Agroindustri;211;89;0;0;3;4;2;1;1;1;0;6;0;4;24;3;11;45;8;3;18;3
MASHARYONO;5984854;S1 - Pendidikan Bisnis;385;86;0;0;1;7;1;0;4;0;1;1;1;2;5;1;59;143;31;8;3;3
NANANG GANDA PRAWIRA;6103030;S1 - Desain Komunikasi Visual;261;90;0;0;0;5;0;0;4;0;0;1;0;0;0;0;40;721;21;0;0;0
SUCI APRILLIANI UTAMI;6006385;S1 - Ilmu Ekonomi dan Keuangan Islam;127;90;0;0;0;3;0;0;1;0;0;1;1;0;0;0;34;50;17;3;0;0
TATANG HIDAYAT;6670154;Unknown;176;90;0;0;0;11;;0;13;;0;1;;0;0;0;45;353;24;0;0;0
JAJAT S ARDIWINATA;5994332;S3 - Pendidikan Masyarakat;400;90;0;0;1;6;0;0;3;0;1;1;1;5;7;1;66;113;23;1;0;0
